﻿investor,investee,mount,sentence
0,0,0,戴尔在周一提交给美国证券交易委员会的代理须知proxystatement中表示，预计公司2019财年的营收将增长约9.5%，达到875亿美元，高于去年同期的799亿美元
0,0,0,调整后未计入利息、税费、折旧和摊销之前的净利润预计较上年的82亿美元增长18%，达到97亿美元
0,0,0,上述数据均包括来自于所持VMware股权的财务收益
0,0,0,戴尔发布的这份代理须知，包括交易背景，以及截至2023财年的财务预期
0,0,0,它也是自戴尔在2013年进行私有化以来，时间跨度最长的业绩预期
0,0,0,这些信息对戴尔通过反常规的交易，即收购与VMware相关的跟踪股票重返证券市场至关重要
0,0,0,在戴尔上月初宣布通过发行新流通股或现金置换所有的DVMT股票进行上市之后，投资人越来越怀疑这家公司将如何以每股109美元的现金，或者是戴尔C类股票置换DVMT股票
0,0,0,此交易的总价高达217亿美元
0,0,0,消息人士上月透露，部分DVMT股票的持有人对戴尔提出的交易感到迷惑不解，因为此交易对戴尔C类股票的估值为79.77美元，意味着该价格较去年11月时的33.17美元上涨了140%
0,0,0,包括卡尔-伊坎CarlIcahn和知名对冲基金ElliottManagement都在等待戴尔在代理须知中提供更多关于交易的信息
0,0,0,投资者急迫的希望看到戴尔如何预测其财务表现，因为这些数据被用来评估公司和交易价格
0,0,0,举例来说，戴尔预计2019财年营收将增至865亿美元至885亿美元，高于先前预计的827亿美元
0,0,0,公司2022财年营收将在995亿美元至1033亿美元，略高于此前预计的999亿美元
0,0,0,DVMT追踪股票是为了帮助戴尔在2016年斥资670亿美元收购存储巨头EMC而设立
0,0,0,当时的交易大部分通过现金完成，但一小部分通过与EMC持有的VMware股份关联的DVMT追踪股票来支付
0,0,0,戴尔此前表示，该公司将用新创建的C级股票置换DVMT追踪股票V级股票
0,0,0,戴尔称，DVMT追踪股票的股东可选择接受每股109美元的收购报价，或者是每股置换1.3665股C级股票
0,0,0,戴尔的C级股票将在纽交所挂牌交易
0,0,0,持有戴尔公司72%流通股的创始人、大股东迈克尔-戴尔MichaelDell，仍将担任公司董事会主席兼首席执行官，在2013年参与戴尔私有化交易的私募公司银湖仍将持有戴尔的少数股权
0,0,0,戴尔决定重返证券市场，部分源自于公司的服务器业务正在成长，且PC业务保持平稳
0,0,0,戴尔公司目前是全球最大的私有科技公司，在2015年举债完成670亿美元收购EMC的交易之后，虽然该公司已逐步把债务减少了约100亿美元，但仍负债累累的戴尔寻求通过交易获得新增长途径
0,0,0,收购EMC的交易，并没有让戴尔实现规划的削减成本和业绩目标
0,0,0,与此同时，配件价格的上涨和数据存储市场的形势，腐蚀了戴尔的利润率
0,0,0,该公司目前在提升盈利能力这一问题上面对着非常大的压力
0,0,0,美国去年年底税改方案的推出，加之利率上升的风险加大，为筹措更多现金带来更大的压力，可能加剧戴尔的债务负担
0,0,0,戴尔借助收购DVMT股票重返证券市场的目的，是为了减少公司沉重的债务负担，让公司有能力通过公开市场募集资金继续进行收购
0,0,0,戴尔此前曾考虑通过反向收购上市附属公司VMware，让公司重返证券市场
0,0,0,反向收购VMware，将能够让戴尔获得前者账面的116亿美元现金，帮助其削减账面上525亿美元的债务
0,0,0,戴尔通过收购EMC获得了VMware82%的股权
0,0,0,在收购DVMT追踪股票之后，VMware仍将是一家独立公司
0,0,0,编译/明轩
,,,;;;;;;;;;;
0,0,0,新浪科技讯8月7日下午消息，今日，有媒体发布暴风集团市值不到35亿冯鑫和公司高管纷纷减持文章，并在网络上得到了转载和传播，对此，暴风集团发布声明称，文章标题和正文中提到的冯鑫减持暴风集团股票与事实不符
0,0,0,根据媒体文章信息，8月3日，暴风集团发布公告称，公司三个首发股东均为有限合伙企业拟以集中竞价的方式，减持不超过公司总股本0.78%的股份，即合计不超过258.64万股
0,0,0,而冯鑫是三家合伙企业的普通合伙人，且是三家公司唯一执行事务合伙人，根据法律规定，执行事务合伙人必须由普通合伙人担任，其职务相当于公司的法人代表
0,0,0,由此得出冯鑫与暴风高管都将在本次减持计划中抛售股份
0,0,0,暴风方面发表声明表示，冯鑫在三家企业中持有很少的份额
0,0,0,冯鑫本人声明不会在本次减持计划中减持在三家合伙企业中的份额，也不会减持暴风集团股份
0,0,0,声明还称，自2015年3月上市至今，冯鑫从未减持过任何个人直接或间接持有的上市公司股份
0,0,0,以下为关于媒体报道冯鑫减持暴风集团股份的声明
0,0,0,我们注意到部分媒体于8月7日发布了标题为暴风集团市值不到35亿冯鑫和公司高管纷纷减持的媒体文章，并在网络上得到了转载和传播
0,0,0,文章标题和正文中提到的冯鑫减持暴风集团股票与事实不符，特此声明
0,0,0,文章中提到的三家合伙企业瑞丰利永、融辉似锦和众翔宏泰是暴风集团的员工持股平台
0,0,0,冯鑫作为三家合伙企业的普通合伙人，在三家企业中持有很少的份额
0,0,0,冯鑫声明不会在本次减持计划中减持在三家合伙企业中的份额，也不会减持暴风集团股份
0,0,0,自2015年3月上市至今，冯鑫从未减持过任何个人直接或间接持有的上市公司股份
0,0,0,请广大媒体和投资人关注事实，避免被不实信息误导
0,0,0,暴风集团
0,0,0,2018年8月7日
,,,;;;;;;;;;;
0,0,0,凤凰网科技讯北京时间8月7日消息，HTC公司TWSE 2498今天发布了截至6月30日的2018财年第二季度及上半年合并财报
0,0,0,财报显示，HTC第二季度营收为67.74亿元新台币，下同约合2.21亿美元，较上年同期的161亿元下降58%
0,0,0,税后净亏损为20.85亿元约合6800万美元，较上年同期的税后净亏损20亿元扩大5%
0,0,0,HTC股价表现
0,0,0,HTC周二的开盘价为54元
0,0,0,截至北京时间周二11点15分，HTC股价下跌3.50元至51.90元，跌幅为6.32%
0,0,0,过去52周，HTC股价最高为83.70元，最低为50.30元
0,0,0,第二季度业绩要点
0,0,0,——营收为67.74亿元约合2.21亿美元，较上年同期的161亿元下降58%
0,0,0,——毛利率为2.7%，较上年同期的13.7%下降11个百分点
0,0,0,——营业亏损34.36亿元约合1.12亿美元，较上年同期的营业亏损22亿元扩大55%
0,0,0,营业利润率为-50.7%，上年同期为-13.6%
0,0,0,——税后净亏损为20.85亿元约合6800万美元，较上年同期的税后净亏损20亿元扩大5%
0,0,0,——每股亏损2.53元约合0.08美元，较上年同期的每股亏损2.37元扩大7%
0,0,0,上年业绩要点
0,0,0,——营收为155.63亿元约合5.08亿美元
0,0,0,——营业亏损为83.40亿元约合2.72亿美元
0,0,0,——税后净利润为190.04亿元约合6.20亿美元
0,0,0,——每股收益为23.19元约合0.76美元
0,0,0,编译/箫雨
,,,;;;;;;;;;;
0,1,1,凤凰网科技讯据华尔街日报北京时间8月8日报道，北京字节跳动科技有限公司今日头条已经启动新一轮股权融资，对该公司的估值最高或达750亿美元
0,1,0,知情人士称，今日头条希望在融资中筹集30亿美元
0,0,0,这一数额有可能改变，且不能保证今日头条能够达到其目标估值
0,0,0,据一位消息人士说，最近有部分今日头条股份在私下交易中被换手，对该公司的估值已达620亿美元
0,1,0,而在2017年底的一轮融资中，今日头条的估值约为300亿美元
0,1,0,750亿美元的估值将让今日头条成为全球最具价值的私营科技公司之一，超过网约车巨头Uber和滴滴出行
0,1,0,今日头条的估值仍低于马云的金融科技公司蚂蚁金服，后者在最近的融资中估值1500亿美元
0,0,0,最近数月，多家中国科技公司获得了极高的私有估值，其中许多公司计划在未来一年上市
0,0,0,但在小米集团上月表现平平的首次公开募股IPO之后，投资者、投行和企业家一直在密切关注着私有和公开估值
0,1,0,今日头条在最新融资中的表现，可能将是一个重要信号
0,0,0,成立于六年前的字节跳动拥有新闻聚合应用今日头条、短视频应用抖音
0,0,0,去年，该公司收购了美国短视频应用Musical.ly，并在上月将其与抖音海外版应用TikTok合并
0,0,0,知情人士透露，今日头条预计将利用筹集的资金在全球扩张，同时打造国内应用
0,0,0,迄今为止，该公司筹集的资金大多来自国际投资者，其中包括风险投资公司红杉资本SequoiaCapital、私募股权公司GeneralAtlantic和KKR&Co等
0,1,0,今日头条的现有投资者还包括中国投资公司高瓴资本等
0,1,0,知情人士说，今日头条在本轮融资中也联系了国际投资者
0,1,0,今日头条此时开展融资，可能是该公司在香港进行数十亿美元IPO的前奏
0,1,0,华尔街日报上月报道称，今日头条可能在今年或明年上市
0,0,,编译/扬帆
,,,;;;;;;;;;;
0,0,0,网易科技讯8月8日消息，SnapNASDAQ SNAP今天公布了截至6月30日的2018财年第二季度财报
0,0,0,报告显示，公司该季度营收为2.62亿美元，去年同期为1.82亿美元，同比增长44%
0,0,0,按美国通用会计准则计GAAP，净亏损为3.53亿美元，去年同期为净亏损4.43亿美元
0,0,0,合摊薄后每股亏损为0.27美元，去年同期为每股亏损0.36美元
0,0,0,其他数据
0,0,0,·日均活跃用户数DAU为1.88亿人，同比1.73亿，环比2%
0,0,0,·运营亏损为3.58亿美元，去年同期为亏损4.49亿美元
0,0,0,·调整后未计利息、税项、折旧及摊销前的亏损EBITDA为1.69亿美元，去年同期为亏损1.94亿美元
0,0,0,·现金、现金等价物以及有价证券共计15.70亿美元，上财年末为20.43亿美元
0,0,0,作者
0,0,0,EditorAI
,,,;;;;;;;;;;
0,0,0,腾讯科技讯继周四突破万亿美元市值后，苹果周五盘中高点、收盘价双创新高
0,0,0,盘中高点达208.74美元，收盘价报207.99美元，上涨0.29%，创历史收盘新高，市值达10045.76亿美元
0,0,0,本周四，苹果成为了首家市值达到1万亿美元的美国上市公司
0,0,0,亚特兰大SynovusTrust投资经理丹尼尔·摩根DanielMorgan表示，苹果周五股价表现平平只是暂时的现象，并不意味着股价失去上涨动力
0,0,0,这就像是赛马冲过终点线，并宣称我已经大获全胜
0,0,0,摩根的公司持有20万股苹果股份
0,0,0,他同时表示
0,0,0,苹果周二发布了强劲的季度业绩
0,0,0,所有的关注点都是1万亿美元的市值，不过这两大热点耗尽了苹果目前的交易动力
0,0,0,即使市值已高达1万亿美元，苹果股票仍然不算贵
0,0,0,摩根的数据显示，苹果的未来12个月前瞻市盈率不到16倍，他认为苹果的市盈率可以达到18到19倍
0,0,0,他表示
0,0,0,这是个合理的水平，我不认为有任何风险
0,0,0,人们会说，苹果的市值已经1万亿美元，所以我们要刹车
0,0,0,但如果是亚马逊或者Netflix的市值达到1万亿美元，那么我们才需要进行这样的讨论
0,0,0,Netflix目前的12个月前瞻市盈率为93.8倍，而亚马逊为83.74倍
0,0,0,摩根表示
0,0,0,如果苹果的市盈率达到20倍，那么就会非常疯狂
0,0,0,他估计，苹果股价到年底可能会达到220美元
0,0,0,亚马逊、微软和Alphabet正在展开激烈竞争，都希望成为第二家市值达到1万亿美元的公司
0,0,0,汤森路透的数据显示，大部分卖方分析师也认为，1万亿美元市值只是苹果股价实现更大涨幅过程中的一个里程碑
0,0,0,目前，分析师给出的苹果目标股价的中位数为218.50美元，平均值为215.46美元
0,0,0,MonnessCrespiHardt分析师布莱恩·怀特BrianWhite给出的苹果目标股价最高，为275美元
0,0,0,这样的股价相当于市值1.3万亿美元
0,0,0,而怀特也是首个给出市值超万亿美元的苹果目标股价的分析师
0,0,0,怀特表示，尽管苹果的市值创纪录，但仍然是全球最被低估的股票之一
0,0,0,孟菲斯GullaneCapital管理合伙人特里普·米勒TripMiller认为，苹果股价还应该高很多
0,0,0,他们非常依赖一款产品来获得大部分收入
0,0,0,我认为，这是苹果估值存在折价的原因
0,0,0,编译/陈桦
,,,;;;;;;;;;;
0,0,0,新浪科技讯北京时间8月8日早间消息，特斯拉首席执行官埃隆·马斯克ElonMusk本周二在Twitter上表示，正考虑将特斯拉私有化，最终决定尚待股东投票确认
0,0,0,如果私有化成功，这将成为该行业市值最高的一笔交易，可以将特斯拉从华尔街的视野中转移出来
0,0,0,我考虑以420美元的价格收购特斯拉公司，使其私有化
0,0,0,资金已有着落，马斯克在Twitter上写道
0,0,0,马斯克在Twitter上宣布私有化意向
0,0,0,以每股420美元计算，这笔交易的总值将达到720亿美元
0,0,0,马斯克在一系列推文中没有透露资金来源，不过他说投资者的支持已得到确认
0,0,0,马斯克
0,0,0,股东们可以以420美元出售股票，或者继续持股并私有化
0,0,0,马斯克
0,0,0,即使我们私有化了，我希望所有现有的投资者都能继续持有特斯拉股票
0,0,0,我们会设立专用基金，让想留在特斯拉的投资者都能留下来
0,0,0,我们已经在富达投资SpaceX的时候用了这种办法
0,0,0,马斯克
0,0,0,当然
0,0,0,我非常感激特斯拉的股东
0,0,0,我会在任何情形下保证他们的投资成功
0,0,0,马斯克
0,0,0,我们当然不会强迫股东出售股票
0,0,0,我们希望所有股东能继续持股
0,0,0,我们成为私有化公司，可以让我们经营更顺利、更少干扰
0,0,0,这样也能终结空头的负面宣传
0,0,0,马斯克
0,0,0,投资者的支持已得到确认
0,0,0,私有化计划之所以尚未最终确定，只是因为我们还需要股东投票认可
0,0,0,一个多小时后，马斯克在公司的博客上发表公开信全文点击此处，向特斯拉员工解释说，虽然最终决定尚未做出，但私有化将让特斯拉以最佳方式去运营，尽可能不受干扰和短期思维的影响
0,0,0,在信中，马斯克建议股东们以每股420美元的价格出售股票，或者在私人化的特斯拉公司继续投资
0,0,0,他说，希望所有的现有投资者仍然留在私有化后的公司
0,0,0,他在Twitter或信件中没有提及这笔交易的资金来源
0,0,0,网友
0,0,0,私有化以后，我们还能投资特斯拉吗
0,0,0,马斯克
0,0,0,可以，但是流动性会有所限制，会像SpaceX一样，每6个月有一次变现机会
0,0,0,马斯克拥有特斯拉公司近20%的股份
0,0,0,他在给员工的信中说，并不试图扩大自己的所有权
0,0,0,在私有化消息发布后，特斯拉股价收盘上涨11%，报收于379.57美元，仍略低于历史最高水平
0,0,0,每股420美元的价格比特斯拉本周一的收盘价高出23%，目前该公司市值约为580亿美元
0,0,0,在Twitter上有人问，在这种情况下，马斯克是否将继续担任特斯拉首席执行官，他回答说不会改变
0,0,0,网友
0,0,0,私有化以后，你还继续担任特斯拉的CEO吗
0,0,0,马斯克
0,0,0,不会改变
0,0,0,私有化是规避公众市场密切关注的一种方式，这正是马斯克及其公司所面临的挑战
0,0,0,马斯克此前已经与监管机构、批评家、卖空者和记者公开交战，一些分析师认为马斯克希望降低透明度
0,0,0,马斯克不想经营一家上市公司，Loup创投公司的吉恩·蒙斯特GeneMunster说，因为特斯拉的雄心勃勃的使命使其很难适应投资者的季度预期
0,0,0,规模最大的私有化协议
0,0,0,如果马斯克成功地将特斯拉私有化，这将是有史以来资金规模最大的杠杆收购，打破了德克萨斯电力公用事业公司未来控股450亿美元的交易记录
0,0,0,为这笔交易的债务和股权进行融资将是一项挑战
0,0,0,许多与路透社联系的主要华尔街银行家以匿名方式指出，在马斯克发推前，不清楚这一计划，一些人说，鉴于特斯拉公司的现金流为负，杠杆收购是否能得到资助值得怀疑
0,0,0,任何人都会因收购这样一家负债累累且资本支出巨大的公司而损失惨重，我觉得难以理解，对冲基金Stanphyl资产伙伴公司的投资组合经理马克·斯皮尔MarkSpiegel说，他拥有一点特斯拉股份，在Twitter上一直对马斯克怨声载道
0,0,0,银行家们表示，马斯克最明显的股权合作伙伴将是主权财富基金，如沙特阿拉伯的公共投资基金PIF
0,0,0,或主要技术投资基金，比如如软银集团的愿景基金
0,0,0,中国的腾讯去年收购了特斯拉5%的股份，是另一个可能的合作伙伴
0,0,0,而在马斯克发推宣布有意私有化特斯拉的几分钟后，一份报告称，沙特的主权财富基金——公共投资基金PIF建仓，持有特斯拉3%至5%的股份，根据特斯拉截至北京时间8月8日01时17的股价，该头寸的价值在17亿至29亿美元之间
0,0,0,但这些资本来源将受到外国投资委员会CFIUS的审查，该委员会密切关注对美国国家安全具有潜在风险的交易
0,0,0,本周二早些时候，一位知情人士表示，沙特PIF基金收购了特斯拉略低于5%的股权
0,0,0,特斯拉股价上涨逼迫空头
0,0,0,美国证券交易委员会SEC允许投资者使用Twitter等社交媒体发布关键信息，以符合公平披露规则，前提是投资者知道哪些社交媒体将用于传播此类信息
0,0,0,SEC拒绝对马斯克发推加以评论
0,0,0,我相信特斯拉认为Twitter帖子属于信息公开披露，Erasar咨询公司的分析师哈伊姆·西格尔ChaimSiegel说
0,0,0,特斯拉上季度的业绩表现不错，这是一种轧空方式
0,0,0,轧空指的是股票或期货商品价格上涨，迫使做空者必须购回做空品种补足空仓，这种压力可将做空者逼到绝境，因为理论上讲交易品种的价格上涨是无限大的
0,0,0,根据金融分析公司S3Partners的数据，本周二特斯拉的卖空股票规模接近130亿美元
0,0,0,在给员工的信中，马斯克写道
0,0,0,作为股市历史上被做空次数最多的股票，公开上市意味着默许大量的人攻击公司
0,0,0,业绩压力巨大
0,0,0,马斯克今年一直面临着巨大的压力，努力兑现此前的诺言，将一家亏损公司变成利润更大的生产商，这一目标使特斯拉的估值高于通用汽车公司的估值
0,0,0,作为一家上市公司，这家电动汽车公司正面临着孤注一掷的时刻，因为随着奥迪和捷豹的新电动汽车的出现，来自欧洲汽车制造商的竞争将加剧，明年还会有更多竞争对手加入战场
0,0,0,与此同时，特斯拉宣布了在中国上海和欧洲建造工厂的计划，但具体细节欠缺，资金来源也不明确
0,0,0,在加利福尼亚弗里蒙特工厂，特斯拉公司仍在努力走出马斯克所谓的生产地狱，在那里，新型Model3轿车的产量因一系列制造上的难题而迟迟无法提高，而公司的盈利能力正取决于此
0,0,0,斯眉
,,,;;;;;;;;;;
0,0,0,腾讯科技讯8月2日，移动支付服务提供商Square周三盘后公布了2018财年第二季度财报，这份财报显示其季度业绩超出华尔街分析师此前预期，但第三季度盈利展望则未能达到预期，其盘后股价几无变动
0,0,0,Square财报显示，该公司第二季度调整后每股收益为13美分，营收为8.15亿美元
0,0,0,相比之下，分析师此前平均预期Square第二季度调整后每股收益将达11美分，营收将达7.746亿美元
